anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2018,Abril,2018-04-06 00:00:00,2018-04-05 00:00:00,22:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-3CD,Pueblo Tizapan,ALVARO OBREGON,2018
2018,Abril,2018-04-12 00:00:00,2018-04-09 00:00:00,21:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Granada,IZTAPALAPA,2018
2018,Abril,2018-04-10 00:00:00,2018-04-09 00:00:00,14:25:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS,B,UI-1CD,Juan Gonzalez Romero,GUSTAVO A. MADERO,2018
2018,Abril,2018-04-16 00:00:00,2018-04-09 00:00:00,13:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Unidad Modelo,IZTAPALAPA,2018
2018,Abril,2018-04-10 00:00:00,2018-04-09 00:00:00,10:30:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-2SD,Golondrinas 2da Seccion,ALVARO OBREGON,2018
2018,Mayo,2018-05-08 00:00:00,2018-04-10 00:00:00,14:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,El Vergel,IZTAPALAPA,2018
2018,Abril,2018-04-11 00:00:00,2018-04-10 00:00:00,08:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-1SD,Santa Isabel Tola,GUSTAVO A. MADERO,2018
2019,Abril,2019-04-23 00:00:00,2018-04-10 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2018
2018,Abril,2018-04-10 00:00:00,2018-04-10 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Rancho Del Carmen Del Pueblo San Bartolo Ameyalco,IZTAPALAPA,2018
2018,Abril,2018-04-12 00:00:00,2018-04-11 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Unidad Santa Cruz Meyehualco,IZTAPALAPA,2018
2018,Abril,2018-04-12 00:00:00,2018-04-12 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Del Gas,IZTAPALAPA,2018
2018,Abril,2018-04-12 00:00:00,2018-04-12 00:00:00,09:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2018
2018,Abril,2018-04-12 00:00:00,2018-04-12 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-1CD,Barrio La Otra Banda,COYOACAN,2018
2018,Abril,2018-04-12 00:00:00,2018-04-12 00:00:00,14:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Obrera,IZTAPALAPA,2018
2018,Abril,2018-04-26 00:00:00,2018-04-13 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ampliacion San Pedro Xalpa,IZTAPALAPA,2018
2018,Abril,2018-04-14 00:00:00,2018-04-13 00:00:00,23:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,Alamos,BENITO JUAREZ,2018
2018,Abril,2018-04-14 00:00:00,2018-04-13 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Santa Martha Acatitla Sur,IZTAPALAPA,2018
2018,Abril,2018-04-13 00:00:00,2018-04-13 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Tabacalera,IZTAPALAPA,2018
2018,Junio,2018-06-20 00:00:00,2018-04-14 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,San Lorenzo La Cebada,IZTAPALAPA,2018
2018,Abril,2018-04-14 00:00:00,2018-04-14 00:00:00,21:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-3CD,Vergel Del Sur,TLALPAN,2018
2018,Abril,2018-04-14 00:00:00,2018-04-14 00:00:00,07:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-3CD,Pedregal De Carrasco,COYOACAN,2018
2018,Mayo,2018-05-17 00:00:00,2018-04-16 00:00:00,14:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-3SD,Santa Maria La Ribera,CUAUHTEMOC,2018
2018,Abril,2018-04-17 00:00:00,2018-04-16 00:00:00,08:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,C,Unidad 12,Pueblo San Miguel Topilejo,TLALPAN,2018
2018,Junio,2018-06-08 00:00:00,2018-04-16 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Actipan,IZTAPALAPA,2018
2018,Abril,2018-04-19 00:00:00,2018-04-17 00:00:00,14:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Paraiso,IZTAPALAPA,2018
2018,Abril,2018-04-18 00:00:00,2018-04-17 00:00:00,14:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS,CU,UI-1CD,Ciudad Universitaria,COYOACAN,2018
2018,Abril,2018-04-17 00:00:00,2018-04-17 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Morelos,IZTAPALAPA,2018
2018,Abril,2018-04-18 00:00:00,2018-04-17 00:00:00,22:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-2,UI-1CD,Cuauhtemoc,LA MAGDALENA CONTRERAS,2018
2018,Abril,2018-04-17 00:00:00,2018-04-17 00:00:00,13:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAJIMALPA,CJ-1,UI-1SD,Molino De Rosas,ALVARO OBREGON,2018
2018,Abril,2018-04-25 00:00:00,2018-04-17 00:00:00,15:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,San Lorenzo La Cebada,IZTAPALAPA,2018
2018,Abril,2018-04-25 00:00:00,2018-04-18 00:00:00,12:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Doctores,IZTAPALAPA,2018
2018,Abril,2018-04-19 00:00:00,2018-04-18 00:00:00,17:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-1CD,Pedregal De Santo Domingo,COYOACAN,2018
2018,Abril,2018-04-19 00:00:00,2018-04-19 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Jorge Negrete,IZTAPALAPA,2018
2018,Abril,2018-04-19 00:00:00,2018-04-19 00:00:00,08:40:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-2SD,Industrial Vallejo,AZCAPOTZALCO,2018
2021,Marzo,2021-03-19 00:00:00,2018-04-20 00:00:00,06:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,A,Unidad 5,Letran Valle,BENITO JUAREZ,2018
2018,Mayo,2018-05-13 00:00:00,2018-04-20 00:00:00,06:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-5,UI-2SD,Juarez,CUAUHTEMOC,2018
2018,Mayo,2018-05-09 00:00:00,2018-04-21 00:00:00,00:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro,IZTAPALAPA,2018
2018,Abril,2018-04-23 00:00:00,2018-04-23 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Ampl. Asturias,IZTAPALAPA,2018
2018,Abril,2018-04-24 00:00:00,2018-04-23 00:00:00,15:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Ampliacion San Pedro Xalpa,IZTAPALAPA,2018
2018,Abril,2018-04-24 00:00:00,2018-04-23 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Ampliacion Las Aguilas,IZTAPALAPA,2018
2018,Abril,2018-04-24 00:00:00,2018-04-24 00:00:00,11:25:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Florida,IZTAPALAPA,2018
2018,Abril,2018-04-25 00:00:00,2018-04-24 00:00:00,15:00:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Centro,IZTAPALAPA,2018
2018,Agosto,2018-08-25 00:00:00,2018-04-25 00:00:00,01:15:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Residencial Militar,IZTAPALAPA,2018
2018,Mayo,2018-05-03 00:00:00,2018-04-25 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1SD,Buenavista,CUAUHTEMOC,2018
2018,Abril,2018-04-25 00:00:00,2018-04-25 00:00:00,06:00:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Pedregal De Santa Ursula,IZTAPALAPA,2018
2018,Abril,2018-04-26 00:00:00,2018-04-26 00:00:00,09:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-3CD,Pedregal De Santo Domingo,COYOACAN,2018
2018,Abril,2018-04-26 00:00:00,2018-04-26 00:00:00,15:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Rinconada Coapa 2a Seccion,IZTAPALAPA,2018
2018,Abril,2018-04-26 00:00:00,2018-04-26 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Del Gas,IZTAPALAPA,2018
2018,Abril,2018-04-30 00:00:00,2018-04-27 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MILPA ALTA,MIL-1,UI-1CD,Pueblo San Salvador Cuauhtenco,MILPA ALTA,2018
2018,Mayo,2018-05-22 00:00:00,2018-04-27 00:00:00,10:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Granada,IZTAPALAPA,2018
2018,Mayo,2018-05-10 00:00:00,2018-04-27 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Centro De Azcapotzalco,IZTAPALAPA,2018
2018,Mayo,2018-05-14 00:00:00,2018-04-27 00:00:00,19:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pueblo San Bartolo Ameyalco,IZTAPALAPA,2018
2018,Mayo,2018-05-14 00:00:00,2018-04-27 00:00:00,18:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,,CUAUHTEMOC,2018
2018,Mayo,2018-05-02 00:00:00,2018-04-28 00:00:00,14:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Jaime Torres Bodet,IZTAPALAPA,2018
2018,Abril,2018-04-29 00:00:00,2018-04-28 00:00:00,21:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Buenos Aires,IZTAPALAPA,2018
2018,Mayo,2018-05-01 00:00:00,2018-04-29 00:00:00,17:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Pueblo San Lucas Xochimanca,IZTAPALAPA,2018
2018,Abril,2018-04-30 00:00:00,2018-04-29 00:00:00,19:50:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Agricola Oriental,IZTAPALAPA,2018
2018,Mayo,2018-05-01 00:00:00,2018-04-30 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-2SD,Bosque De Chapultepec Ii Seccion,MIGUEL HIDALGO,2018
2018,Mayo,2018-05-01 00:00:00,2018-04-30 00:00:00,21:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,Noche Buena,BENITO JUAREZ,2018
2018,Mayo,2018-05-02 00:00:00,2018-04-30 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,,IZTAPALAPA,2018
2018,Julio,2018-07-09 00:00:00,2018-05-01 00:00:00,12:00:00,DESAPARICION FORZADA DE PERSONAS,DELITO DE BAJO IMPACTO,INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS,B,UI-2CD,Peñon De Los Baños,VENUSTIANO CARRANZA,2018
2019,Abril,2019-04-08 00:00:00,2018-05-01 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Del Valle Norte,IZTAPALAPA,2018
2018,Mayo,2018-05-02 00:00:00,2018-05-01 00:00:00,08:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Nueva Industrial Vallejo,IZTAPALAPA,2018
2018,Mayo,2018-05-03 00:00:00,2018-05-03 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,,AZCAPOTZALCO,2018
2018,Mayo,2018-05-03 00:00:00,2018-05-03 00:00:00,20:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,,IZTAPALAPA,2018
2018,Mayo,2018-05-04 00:00:00,2018-05-03 00:00:00,02:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Ermita Zaragoza,IZTAPALAPA,2018
2018,Mayo,2018-05-04 00:00:00,2018-05-03 00:00:00,13:15:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Malacates,IZTAPALAPA,2018
2018,Mayo,2018-05-10 00:00:00,2018-05-04 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Popular Santa Teresa,IZTAPALAPA,2018
2018,Mayo,2018-05-04 00:00:00,2018-05-04 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-1SD,Moctezuma 1a Seccion,VENUSTIANO CARRANZA,2018
2018,Mayo,2018-05-11 00:00:00,2018-05-04 00:00:00,16:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Claveria,IZTAPALAPA,2018
2018,Mayo,2018-05-14 00:00:00,2018-05-04 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Popular Santa Teresa,IZTAPALAPA,2018
2018,Mayo,2018-05-08 00:00:00,2018-05-05 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Agricola Oriental,IZTAPALAPA,2018
2018,Mayo,2018-05-08 00:00:00,2018-05-06 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,San Miguel Teotongo Secc Ranchito,IZTAPALAPA,2018
2018,Mayo,2018-05-10 00:00:00,2018-05-06 00:00:00,21:07:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,,IZTAPALAPA,2018
2018,Mayo,2018-05-07 00:00:00,2018-05-07 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-1CD,Ciudad Universitaria,COYOACAN,2018
2018,Mayo,2018-05-10 00:00:00,2018-05-07 00:00:00,10:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,Degollado-Mexicatlalli,IZTAPALAPA,2018
2018,Mayo,2018-05-08 00:00:00,2018-05-07 00:00:00,10:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,San Francisco Culhuacan Barrio De La Magdalena,IZTAPALAPA,2018
2018,Mayo,2018-05-12 00:00:00,2018-05-08 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-1SD,Buenavista,IZTAPALAPA,2018
2018,Mayo,2018-05-08 00:00:00,2018-05-08 00:00:00,06:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-1SD,General Ignacio Zaragoza,VENUSTIANO CARRANZA,2018
2018,Mayo,2018-05-09 00:00:00,2018-05-09 00:00:00,09:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Miravalles,IZTAPALAPA,2018
2018,Junio,2018-06-06 00:00:00,2018-05-09 00:00:00,22:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-1CD,Del Carmen,COYOACAN,2018
2018,Mayo,2018-05-12 00:00:00,2018-05-11 00:00:00,23:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Gabriel Ramos Millan Seccion Bramadero,IZTAPALAPA,2018
2018,Mayo,2018-05-15 00:00:00,2018-05-14 00:00:00,18:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3CD,Agricola Oriental,IZTACALCO,2018
2018,Mayo,2018-05-15 00:00:00,2018-05-14 00:00:00,14:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-7,UI-1CD,Fuego Nuevo,IZTAPALAPA,2018
2018,Mayo,2018-05-14 00:00:00,2018-05-14 00:00:00,07:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Vistas Del Pedregal,IZTAPALAPA,2018
2018,Mayo,2018-05-15 00:00:00,2018-05-15 00:00:00,04:00:00,SECUESTRO EXPRESS (PARA COMETER ROBO O EXTORSIÓN),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,Unidad Cuitlahuac,AZCAPOTZALCO,2018
2018,Mayo,2018-05-15 00:00:00,2018-05-15 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-2,UI-1CD,Jardines En La Montaña,TLALPAN,2018
2018,Mayo,2018-05-21 00:00:00,2018-05-15 00:00:00,18:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Escandon I Seccion,IZTAPALAPA,2018
