Año,Tipo_de_delito,Modalidad,Sexo,Rango_de_edad,Mes,Numero_registros
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Mayo,32
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Mayo,4
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Mayo,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Mayo,43
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Mayo,23
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Mayo,28
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Mayo,1
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Mayo,6
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Mayo,54
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Mayo,20
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Mayo,29
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Junio,29
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Junio,2
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Junio,1
2019,Rapto,Rapto,Mujer,Adultos (18 y más),Junio,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Junio,32
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Junio,16
2019,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Junio,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Junio,27
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Junio,7
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Junio,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Junio,42
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Junio,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Junio,18
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Junio,28
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Julio,3
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Julio,1
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Julio,7
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Julio,40
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Julio,5
2019,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Julio,1
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Julio,6
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Julio,13
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Julio,33
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Julio,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Julio,9
2019,Secuestro,Secuestro exprés,No identificado,No identificado,Julio,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Julio,77
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Agosto,43
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Agosto,1
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Agosto,1
2019,Rapto,Rapto,Mujer,Adultos (18 y más),Agosto,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Agosto,62
2019,Secuestro,Secuestro exprés,Mujer,No especificado,Agosto,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Agosto,17
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Agosto,41
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Agosto,2
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Agosto,4
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Agosto,32
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Agosto,1
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Agosto,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Agosto,12
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Agosto,41
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Septiembre,3
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Septiembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Septiembre,29
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Septiembre,7
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Septiembre,3
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Septiembre,3
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Septiembre,11
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Septiembre,36
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Septiembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Septiembre,18
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Septiembre,102
2019,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Octubre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Octubre,35
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Octubre,2
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Octubre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Octubre,47
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Octubre,10
2019,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Octubre,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Octubre,26
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Octubre,1
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Octubre,7
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Octubre,50
2019,Secuestro,Secuestro exprés,Hombre,No especificado,Octubre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Octubre,24
2019,Secuestro,Secuestro exprés,No identificado,No identificado,Octubre,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Octubre,30
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Noviembre,30
2019,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Noviembre,1
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Noviembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Noviembre,39
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Noviembre,20
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Noviembre,27
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Noviembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Noviembre,49
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Noviembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Noviembre,19
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Noviembre,20
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Diciembre,43
2019,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Diciembre,1
2019,Rapto,Rapto,Mujer,Adultos (18 y más),Diciembre,1
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Diciembre,39
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Diciembre,19
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Diciembre,30
2019,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Diciembre,1
2019,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Diciembre,5
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Diciembre,40
2019,Secuestro,Secuestro extorsivo,Hombre,No especificado,Diciembre,2
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Diciembre,17
2019,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Diciembre,22
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Enero,42
2020,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Enero,1
2020,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Enero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Enero,35
2020,Secuestro,Secuestro extorsivo,Mujer,No especificado,Enero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Enero,18
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Enero,28
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Enero,2
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Enero,3
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Enero,33
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Enero,19
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,5
2020,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Febrero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Febrero,46
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Febrero,61
2020,Rapto,Rapto,Mujer,No especificado,Febrero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Febrero,16
2020,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Febrero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Febrero,33
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Febrero,1
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Febrero,6
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Febrero,31
2020,Secuestro,Secuestro extorsivo,Hombre,No especificado,Febrero,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Febrero,20
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,4
2020,Rapto,Rapto,Mujer,Menores de edad (0-17),Marzo,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Marzo,44
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Marzo,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Marzo,39
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Marzo,22
2020,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Marzo,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Marzo,46
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Marzo,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Marzo,28
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Marzo,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Marzo,22
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Marzo,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Abril,30
2020,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Abril,1
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Abril,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Abril,23
2020,Secuestro,Secuestro exprés,Mujer,No especificado,Abril,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Abril,21
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Abril,21
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Abril,3
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Abril,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Abril,10
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Abril,18
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Abril,6
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Mayo,30
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Mayo,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Mayo,20
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Mayo,17
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Mayo,22
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Mayo,3
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Mayo,13
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Mayo,3
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Mayo,16
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Mayo,5
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Junio,33
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Junio,28
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Junio,23
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Junio,28
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Junio,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Junio,23
2020,Secuestro,Secuestro extorsivo,Hombre,No especificado,Junio,1
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Junio,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Junio,17
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Junio,7
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Julio,39
2020,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Julio,1
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Julio,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Julio,32
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Julio,22
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Julio,33
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Julio,3
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Julio,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Julio,19
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Julio,24
2020,Secuestro,Secuestro extorsivo,No identificado,No identificado,Julio,1
2020,Secuestro,Secuestro exprés,No identificado,No identificado,Julio,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Julio,8
2020,Rapto,Rapto,Mujer,Menores de edad (0-17),Agosto,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Agosto,38
2020,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Agosto,1
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Agosto,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Agosto,31
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Agosto,21
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Agosto,36
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Agosto,1
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Agosto,3
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Agosto,17
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Agosto,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Agosto,15
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Agosto,4
2020,Rapto,Rapto,Mujer,Menores de edad (0-17),Septiembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Septiembre,46
2020,Rapto,Rapto,Mujer,Adultos (18 y más),Septiembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Septiembre,21
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Septiembre,22
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Septiembre,40
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Septiembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Septiembre,28
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Septiembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Septiembre,29
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Septiembre,8
2020,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),Octubre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Octubre,47
2020,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Octubre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Octubre,33
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Octubre,37
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Octubre,33
2020,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Octubre,3
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Octubre,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Octubre,26
2020,Secuestro,Secuestro exprés,Hombre,No especificado,Octubre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Octubre,26
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Octubre,12
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Noviembre,39
2020,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Noviembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Noviembre,28
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Noviembre,24
2020,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),Noviembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Noviembre,25
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Noviembre,24
2020,Secuestro,Secuestro extorsivo,Hombre,No especificado,Noviembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Noviembre,27
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Noviembre,11
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Diciembre,40
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Diciembre,25
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Diciembre,20
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Diciembre,26
2020,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Diciembre,2
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Diciembre,37
2020,Tráfico de menores,Tráfico de menores,Hombre,No especificado,Diciembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Diciembre,29
2020,Secuestro,Secuestro exprés,No identificado,No identificado,Diciembre,1
2020,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Diciembre,8
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Enero,52
2021,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Enero,1
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Enero,22
2021,Secuestro,Secuestro exprés,Mujer,No especificado,Enero,1
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Enero,21
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Enero,44
2021,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Enero,1
2021,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Enero,1
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Enero,21
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Enero,56
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Enero,9
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Febrero,32
2021,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),Febrero,1
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Febrero,17
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Febrero,25
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Febrero,44
2021,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),Febrero,1
2021,Secuestro,Secuestro exprés,Hombre,Adultos (18 y más),Febrero,2
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Adultos (18 y más),Febrero,22
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,No especificado,Febrero,21
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,No identificado,No identificado,Febrero,4
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),Marzo,53
2021,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),Marzo,1
2021,Rapto,Rapto,Mujer,Adultos (18 y más),Marzo,2
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),Marzo,23
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,Marzo,31
2021,Tráfico de menores,Tráfico de menores,Hombre,Menores de edad (0-17),Marzo,2
2021,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),Marzo,44
