Año,Alcaldía,Modalidad,Cve. Municipio,Mes,Numero_de_registros
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Enero,2
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Febrero,2
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Marzo,2
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Abril,9
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Mayo,6
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Junio,3
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Julio,5
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Agosto,5
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Septiembre,3
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Octubre,7
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Noviembre,7
2016,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Diciembre,4
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Enero,3
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Febrero,2
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Marzo,5
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Abril,6
2016,Benito Juárez,Secuestro extorsivo,9014,Mayo,3
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Mayo,6
2016,Benito Juárez,Rapto,9014,Junio,1
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Junio,5
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Julio,3
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Agosto,2
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Septiembre,7
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Octubre,1
2016,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Diciembre,5
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Enero,2
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Febrero,3
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Marzo,2
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Abril,3
2016,Coyoacán,Secuestro extorsivo,9003,Mayo,1
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Mayo,3
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Junio,3
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Julio,3
2016,Coyoacán,Secuestro extorsivo,9003,Agosto,1
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Agosto,1
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Septiembre,2
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Octubre,3
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Noviembre,4
2016,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Diciembre,4
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Enero,2
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Abril,3
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Mayo,3
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Junio,1
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Julio,5
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Agosto,1
2016,Cuajimalpa de Morelos,Secuestro extorsivo,9004,Septiembre,1
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Septiembre,2
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Octubre,1
2016,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Noviembre,1
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Enero,9
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Febrero,6
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Marzo,7
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Abril,6
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Mayo,11
2016,Cuauhtémoc,Secuestro extorsivo,9015,Junio,1
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Junio,8
2016,Cuauhtémoc,Secuestro extorsivo,9015,Julio,2
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Julio,3
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Agosto,8
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Septiembre,5
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Octubre,11
2016,Cuauhtémoc,Tráfico de menores,9015,Noviembre,1
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Noviembre,11
2016,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Diciembre,5
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Enero,7
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Febrero,10
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Marzo,1
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Marzo,8
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Abril,1
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Abril,5
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Mayo,5
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Junio,9
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Julio,7
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Agosto,1
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Agosto,8
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Septiembre,1
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Septiembre,7
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Octubre,4
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Noviembre,2
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Noviembre,4
2016,Gustavo A. Madero,Secuestro extorsivo,9005,Diciembre,1
2016,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Diciembre,4
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Abril,3
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Mayo,3
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Junio,2
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Julio,1
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Agosto,2
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Septiembre,4
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Octubre,2
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Noviembre,2
2016,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Diciembre,2
2016,Iztapalapa,Secuestro extorsivo,9007,Enero,4
2016,Iztapalapa,Rapto,9007,Enero,1
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Enero,2
2016,Iztapalapa,Secuestro extorsivo,9007,Febrero,2
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Febrero,10
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Marzo,8
2016,Iztapalapa,Secuestro extorsivo,9007,Abril,1
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Abril,7
2016,Iztapalapa,Secuestro extorsivo,9007,Mayo,1
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Mayo,7
2016,Iztapalapa,Secuestro extorsivo,9007,Junio,3
2016,Iztapalapa,Rapto,9007,Junio,1
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Junio,11
2016,Iztapalapa,Secuestro extorsivo,9007,Julio,3
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Julio,5
2016,Iztapalapa,Secuestro extorsivo,9007,Agosto,3
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Agosto,7
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Septiembre,10
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Octubre,5
2016,Iztapalapa,Secuestro extorsivo,9007,Noviembre,2
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Noviembre,11
2016,Iztapalapa,Secuestro extorsivo,9007,Diciembre,2
2016,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Diciembre,3
2016,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Mayo,1
2016,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Diciembre,3
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Enero,5
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Febrero,1
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Marzo,7
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Abril,8
2016,Miguel Hidalgo,Secuestro extorsivo,9016,Mayo,1
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Mayo,6
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Junio,4
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Julio,9
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Agosto,5
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Septiembre,3
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Octubre,4
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Noviembre,8
2016,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Diciembre,8
2016,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Enero,1
2016,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Mayo,1
2016,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Julio,1
2016,Milpa Alta,Secuestro extorsivo,9009,Octubre,1
2016,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Octubre,1
2016,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Marzo,2
2016,No Especificado,Tráfico de menores,9998,Abril,1
2016,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Abril,2
2016,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Julio,2
2016,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Septiembre,5
2016,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Octubre,2
2016,No Especificado,Secuestro extorsivo,9998,Diciembre,1
2016,No Especificado,Tráfico de menores,9998,Diciembre,1
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Enero,5
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Febrero,5
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Marzo,4
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Abril,3
2016,Tlalpan,Tráfico de menores,9012,Mayo,1
2016,Tlalpan,Rapto,9012,Mayo,1
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Mayo,7
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Junio,4
2016,Tlalpan,Secuestro extorsivo,9012,Julio,1
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Julio,4
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Agosto,3
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Septiembre,4
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Octubre,3
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Noviembre,7
2016,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Diciembre,6
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Enero,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Abril,3
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Mayo,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Junio,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Julio,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Agosto,3
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Septiembre,2
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Octubre,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Noviembre,1
2016,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Diciembre,1
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Enero,3
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Febrero,5
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Marzo,4
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Abril,4
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Mayo,2
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Junio,5
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Julio,4
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Agosto,1
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Septiembre,5
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Octubre,5
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Noviembre,1
2016,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Diciembre,5
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Febrero,3
2016,Xochimilco,Secuestro extorsivo,9013,Marzo,1
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Marzo,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Abril,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Mayo,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Junio,1
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Julio,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Agosto,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Septiembre,2
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Octubre,1
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Noviembre,4
2016,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Diciembre,2
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Enero,7
2016,Álvaro Obregón,Secuestro extorsivo,9010,Febrero,1
2016,Álvaro Obregón,Secuestro extorsivo,9010,Marzo,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Marzo,3
2016,Álvaro Obregón,Secuestro extorsivo,9010,Abril,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Abril,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Mayo,3
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Junio,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Julio,5
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Agosto,6
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Septiembre,4
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Octubre,5
2016,Álvaro Obregón,Secuestro extorsivo,9010,Noviembre,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Noviembre,5
2016,Álvaro Obregón,Tráfico de menores,9010,Diciembre,1
2016,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Diciembre,6
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Enero,6
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Febrero,8
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Marzo,7
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Abril,6
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Mayo,6
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Junio,7
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Julio,4
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Agosto,16
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Septiembre,12
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Octubre,10
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Noviembre,14
2017,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Diciembre,8
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Enero,4
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Febrero,3
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Marzo,3
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Abril,4
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Mayo,2
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Junio,1
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Agosto,1
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Septiembre,1
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Octubre,6
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Noviembre,5
2017,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Diciembre,4
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Febrero,3
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Marzo,2
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Abril,3
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Mayo,2
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Junio,3
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Julio,5
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Agosto,6
2017,Coyoacán,Rapto,9003,Septiembre,1
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Septiembre,2
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Octubre,4
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Noviembre,4
2017,Coyoacán,Secuestro extorsivo,9003,Diciembre,1
2017,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Diciembre,1
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Enero,5
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Febrero,1
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Marzo,1
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Mayo,1
2017,Cuajimalpa de Morelos,Secuestro extorsivo,9004,Junio,1
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Junio,2
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Julio,3
2017,Cuajimalpa de Morelos,Secuestro extorsivo,9004,Agosto,1
2017,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Diciembre,1
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Enero,4
2017,Cuauhtémoc,Secuestro extorsivo,9015,Febrero,1
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Febrero,10
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Marzo,7
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Abril,11
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Mayo,10
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Junio,2
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Julio,9
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Agosto,5
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Septiembre,7
2017,Cuauhtémoc,Tráfico de menores,9015,Octubre,1
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Octubre,12
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Noviembre,5
2017,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Diciembre,9
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Enero,12
2017,Gustavo A. Madero,Secuestro extorsivo,9005,Febrero,1
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Febrero,1
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Marzo,2
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Abril,8
2017,Gustavo A. Madero,Secuestro extorsivo,9005,Mayo,1
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Mayo,12
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Junio,7
2017,Gustavo A. Madero,Secuestro extorsivo,9005,Julio,1
2017,Gustavo A. Madero,Tráfico de menores,9005,Julio,1
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Julio,4
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Agosto,10
2017,Gustavo A. Madero,Secuestro extorsivo,9005,Septiembre,1
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Septiembre,8
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Octubre,10
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Noviembre,6
2017,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Diciembre,5
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Febrero,3
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Marzo,1
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Abril,3
2017,Iztacalco,Secuestro extorsivo,9006,Mayo,1
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Mayo,6
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Junio,3
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Julio,5
2017,Iztacalco,Secuestro extorsivo,9006,Septiembre,1
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Septiembre,-1
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Octubre,3
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Noviembre,1
2017,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Diciembre,1
2017,Iztapalapa,Secuestro extorsivo,9007,Enero,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Enero,10
2017,Iztapalapa,Secuestro extorsivo,9007,Febrero,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Febrero,5
2017,Iztapalapa,Secuestro extorsivo,9007,Marzo,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Marzo,9
2017,Iztapalapa,Secuestro extorsivo,9007,Abril,3
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Abril,11
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Mayo,14
2017,Iztapalapa,Secuestro extorsivo,9007,Junio,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Junio,4
2017,Iztapalapa,Secuestro extorsivo,9007,Julio,2
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Julio,9
2017,Iztapalapa,Secuestro extorsivo,9007,Agosto,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Agosto,13
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Septiembre,11
2017,Iztapalapa,Secuestro extorsivo,9007,Octubre,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Octubre,8
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Noviembre,6
2017,Iztapalapa,Secuestro extorsivo,9007,Diciembre,1
2017,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Diciembre,8
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Enero,3
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Febrero,1
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Marzo,1
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Abril,4
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Junio,2
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Julio,1
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Noviembre,3
2017,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Diciembre,1
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Enero,7
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Febrero,2
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Marzo,7
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Abril,5
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Mayo,7
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Junio,3
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Julio,10
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Agosto,5
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Septiembre,9
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Octubre,4
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Noviembre,7
2017,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Diciembre,6
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Enero,1
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Febrero,1
2017,Milpa Alta,Secuestro extorsivo,9009,Marzo,1
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Marzo,1
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Abril,1
2017,Milpa Alta,Secuestro extorsivo,9009,Junio,1
2017,Milpa Alta,Secuestro extorsivo,9009,Agosto,1
2017,Milpa Alta,Secuestro extorsivo,9009,Septiembre,1
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Octubre,2
2017,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Noviembre,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Febrero,3
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Abril,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Mayo,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Junio,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Julio,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Agosto,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Septiembre,1
2017,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Diciembre,2
2017,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Enero,2
