Año,Alcaldía,Modalidad,Cve. Municipio,Mes,Numero_de_registros
2018,Iztapalapa,Secuestro exprés,9007,Abril,1
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Abril,21
2018,Iztapalapa,Secuestro extorsivo,9007,Mayo,1
2018,Iztapalapa,Secuestro exprés,9007,Mayo,3
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Mayo,26
2018,Iztapalapa,Secuestro extorsivo,9007,Junio,2
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Junio,25
2018,Iztapalapa,Secuestro extorsivo,9007,Julio,1
2018,Iztapalapa,Rapto,9007,Julio,1
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Julio,16
2018,Iztapalapa,Secuestro extorsivo,9007,Agosto,1
2018,Iztapalapa,Secuestro exprés,9007,Agosto,2
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Agosto,38
2018,Iztapalapa,Secuestro extorsivo,9007,Septiembre,1
2018,Iztapalapa,Secuestro exprés,9007,Septiembre,1
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Septiembre,25
2018,Iztapalapa,Secuestro exprés,9007,Octubre,2
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Octubre,25
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Noviembre,22
2018,Iztapalapa,Secuestro extorsivo,9007,Diciembre,1
2018,Iztapalapa,Secuestro exprés,9007,Diciembre,2
2018,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Diciembre,22
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Enero,3
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Febrero,2
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Marzo,1
2018,La Magdalena Contreras,Secuestro exprés,9008,Abril,1
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Abril,4
2018,La Magdalena Contreras,Secuestro extorsivo,9008,Mayo,1
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Mayo,1
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Junio,2
2018,La Magdalena Contreras,Secuestro exprés,9008,Julio,1
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Julio,3
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Agosto,2
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Octubre,6
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Noviembre,3
2018,La Magdalena Contreras,Secuestro extorsivo,9008,Diciembre,1
2018,La Magdalena Contreras,Secuestro exprés,9008,Diciembre,1
2018,La Magdalena Contreras,Rapto,9008,Diciembre,1
2018,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Diciembre,1
2018,Miguel Hidalgo,Secuestro exprés,9016,Enero,1
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Enero,8
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Febrero,3
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Marzo,6
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Abril,6
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Mayo,7
2018,Miguel Hidalgo,Secuestro exprés,9016,Junio,1
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Junio,4
2018,Miguel Hidalgo,Secuestro extorsivo,9016,Julio,1
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Julio,7
2018,Miguel Hidalgo,Secuestro exprés,9016,Agosto,1
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Agosto,12
2018,Miguel Hidalgo,Secuestro exprés,9016,Septiembre,2
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Septiembre,11
2018,Miguel Hidalgo,Secuestro exprés,9016,Octubre,2
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Octubre,8
2018,Miguel Hidalgo,Secuestro exprés,9016,Noviembre,3
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Noviembre,7
2018,Miguel Hidalgo,Secuestro exprés,9016,Diciembre,3
2018,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Diciembre,8
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Febrero,2
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Marzo,3
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Abril,4
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Junio,2
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Julio,1
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Agosto,1
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Septiembre,2
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Octubre,3
2018,Milpa Alta,Otros delitos que atentan contra la libertad personal,9009,Diciembre,1
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Enero,2
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Febrero,1
2018,No Especificado,Secuestro exprés,9998,Marzo,1
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Abril,1
2018,No Especificado,Secuestro extorsivo,9998,Junio,1
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Julio,2
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Septiembre,3
2018,No Especificado,Otros delitos que atentan contra la libertad personal,9998,Octubre,4
2018,Tlalpan,Secuestro exprés,9012,Enero,2
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Enero,7
2018,Tlalpan,Secuestro extorsivo,9012,Febrero,1
2018,Tlalpan,Secuestro exprés,9012,Febrero,1
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Febrero,6
2018,Tlalpan,Secuestro exprés,9012,Marzo,3
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Marzo,6
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Abril,9
2018,Tlalpan,Secuestro exprés,9012,Mayo,1
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Mayo,10
2018,Tlalpan,Secuestro exprés,9012,Junio,7
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Junio,5
2018,Tlalpan,Secuestro extorsivo,9012,Julio,1
2018,Tlalpan,Secuestro exprés,9012,Julio,1
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Julio,13
2018,Tlalpan,Secuestro extorsivo,9012,Agosto,1
2018,Tlalpan,Secuestro exprés,9012,Agosto,4
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Agosto,9
2018,Tlalpan,Secuestro exprés,9012,Septiembre,3
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Septiembre,12
2018,Tlalpan,Secuestro extorsivo,9012,Octubre,1
2018,Tlalpan,Secuestro exprés,9012,Octubre,3
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Octubre,12
2018,Tlalpan,Secuestro exprés,9012,Noviembre,2
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Noviembre,11
2018,Tlalpan,Secuestro extorsivo,9012,Diciembre,1
2018,Tlalpan,Otros delitos que atentan contra la libertad personal,9012,Diciembre,8
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Enero,4
2018,Tláhuac,Secuestro exprés,9011,Febrero,1
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Febrero,8
2018,Tláhuac,Secuestro extorsivo,9011,Marzo,1
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Marzo,7
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Abril,2
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Mayo,4
2018,Tláhuac,Secuestro extorsivo,9011,Junio,1
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Junio,4
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Julio,4
2018,Tláhuac,Secuestro extorsivo,9011,Agosto,1
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Agosto,8
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Septiembre,3
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Octubre,5
2018,Tláhuac,Secuestro extorsivo,9011,Noviembre,1
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Noviembre,6
2018,Tláhuac,Otros delitos que atentan contra la libertad personal,9011,Diciembre,7
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Enero,7
2018,Venustiano Carranza,Secuestro exprés,9017,Febrero,2
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Febrero,7
2018,Venustiano Carranza,Secuestro exprés,9017,Marzo,1
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Marzo,6
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Abril,9
2018,Venustiano Carranza,Secuestro exprés,9017,Mayo,7
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Mayo,8
2018,Venustiano Carranza,Secuestro exprés,9017,Junio,5
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Junio,16
2018,Venustiano Carranza,Secuestro exprés,9017,Julio,4
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Julio,11
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Agosto,11
2018,Venustiano Carranza,Secuestro exprés,9017,Septiembre,1
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Septiembre,7
2018,Venustiano Carranza,Secuestro exprés,9017,Octubre,2
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Octubre,8
2018,Venustiano Carranza,Secuestro exprés,9017,Noviembre,1
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Noviembre,8
2018,Venustiano Carranza,Secuestro exprés,9017,Diciembre,1
2018,Venustiano Carranza,Otros delitos que atentan contra la libertad personal,9017,Diciembre,6
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Enero,7
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Febrero,7
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Marzo,5
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Abril,6
2018,Xochimilco,Tráfico de menores,9013,Mayo,1
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Mayo,12
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Junio,8
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Julio,7
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Agosto,7
2018,Xochimilco,Secuestro exprés,9013,Septiembre,1
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Septiembre,6
2018,Xochimilco,Secuestro extorsivo,9013,Octubre,1
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Octubre,7
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Noviembre,6
2018,Xochimilco,Otros delitos que atentan contra la libertad personal,9013,Diciembre,6
2018,Álvaro Obregón,Secuestro exprés,9010,Enero,10
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Enero,6
2018,Álvaro Obregón,Secuestro exprés,9010,Febrero,3
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Febrero,10
2018,Álvaro Obregón,Secuestro exprés,9010,Marzo,3
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Marzo,2
2018,Álvaro Obregón,Secuestro exprés,9010,Abril,4
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Abril,9
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Mayo,8
2018,Álvaro Obregón,Secuestro exprés,9010,Junio,4
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Junio,9
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Julio,8
2018,Álvaro Obregón,Secuestro exprés,9010,Agosto,2
2018,Álvaro Obregón,Rapto,9010,Agosto,1
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Agosto,13
2018,Álvaro Obregón,Secuestro exprés,9010,Septiembre,6
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Septiembre,12
2018,Álvaro Obregón,Secuestro exprés,9010,Octubre,2
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Octubre,9
2018,Álvaro Obregón,Secuestro exprés,9010,Noviembre,4
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Noviembre,11
2018,Álvaro Obregón,Secuestro exprés,9010,Diciembre,2
2018,Álvaro Obregón,Otros delitos que atentan contra la libertad personal,9010,Diciembre,9
2019,Azcapotzalco,Secuestro exprés,9002,Enero,3
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Enero,12
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Febrero,14
2019,Azcapotzalco,Secuestro extorsivo,9002,Marzo,1
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Marzo,9
2019,Azcapotzalco,Secuestro exprés,9002,Abril,1
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Abril,7
2019,Azcapotzalco,Secuestro exprés,9002,Mayo,1
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Mayo,7
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Junio,8
2019,Azcapotzalco,Secuestro extorsivo,9002,Julio,2
2019,Azcapotzalco,Secuestro exprés,9002,Julio,1
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Julio,10
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Agosto,12
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Septiembre,13
2019,Azcapotzalco,Secuestro exprés,9002,Octubre,1
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Octubre,20
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Noviembre,12
2019,Azcapotzalco,Otros delitos que atentan contra la libertad personal,9002,Diciembre,7
2019,Benito Juárez,Secuestro exprés,9014,Enero,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Enero,3
2019,Benito Juárez,Secuestro exprés,9014,Febrero,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Febrero,29
2019,Benito Juárez,Secuestro exprés,9014,Marzo,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Marzo,16
2019,Benito Juárez,Secuestro exprés,9014,Abril,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Abril,14
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Mayo,16
2019,Benito Juárez,Secuestro exprés,9014,Junio,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Junio,8
2019,Benito Juárez,Secuestro exprés,9014,Julio,4
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Julio,10
2019,Benito Juárez,Secuestro exprés,9014,Agosto,2
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Agosto,9
2019,Benito Juárez,Secuestro exprés,9014,Septiembre,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Septiembre,7
2019,Benito Juárez,Secuestro exprés,9014,Octubre,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Octubre,7
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Noviembre,2
2019,Benito Juárez,Secuestro exprés,9014,Diciembre,1
2019,Benito Juárez,Otros delitos que atentan contra la libertad personal,9014,Diciembre,7
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Enero,12
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Febrero,14
2019,Coyoacán,Secuestro exprés,9003,Marzo,1
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Marzo,10
2019,Coyoacán,Secuestro exprés,9003,Abril,1
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Abril,10
2019,Coyoacán,Secuestro exprés,9003,Mayo,2
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Mayo,15
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Junio,10
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Julio,17
2019,Coyoacán,Secuestro exprés,9003,Agosto,1
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Agosto,17
2019,Coyoacán,Secuestro exprés,9003,Septiembre,2
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Septiembre,11
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Octubre,9
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Noviembre,12
2019,Coyoacán,Otros delitos que atentan contra la libertad personal,9003,Diciembre,7
2019,Cuajimalpa de Morelos,Secuestro extorsivo,9004,Enero,1
2019,Cuajimalpa de Morelos,Secuestro exprés,9004,Enero,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Enero,2
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Febrero,1
2019,Cuajimalpa de Morelos,Secuestro exprés,9004,Marzo,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Marzo,4
2019,Cuajimalpa de Morelos,Secuestro exprés,9004,Abril,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Abril,3
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Mayo,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Junio,3
2019,Cuajimalpa de Morelos,Secuestro exprés,9004,Julio,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Julio,3
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Agosto,3
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Septiembre,5
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Octubre,4
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Noviembre,1
2019,Cuajimalpa de Morelos,Otros delitos que atentan contra la libertad personal,9004,Diciembre,2
2019,Cuauhtémoc,Secuestro extorsivo,9015,Enero,4
2019,Cuauhtémoc,Secuestro exprés,9015,Enero,4
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Enero,20
2019,Cuauhtémoc,Secuestro extorsivo,9015,Febrero,2
2019,Cuauhtémoc,Secuestro exprés,9015,Febrero,1
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Febrero,22
2019,Cuauhtémoc,Secuestro extorsivo,9015,Marzo,1
2019,Cuauhtémoc,Secuestro exprés,9015,Marzo,2
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Marzo,22
2019,Cuauhtémoc,Secuestro exprés,9015,Abril,2
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Abril,23
2019,Cuauhtémoc,Secuestro exprés,9015,Mayo,1
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Mayo,30
2019,Cuauhtémoc,Secuestro extorsivo,9015,Junio,1
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Junio,26
2019,Cuauhtémoc,Secuestro extorsivo,9015,Julio,2
2019,Cuauhtémoc,Secuestro exprés,9015,Julio,1
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Julio,18
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Agosto,25
2019,Cuauhtémoc,Secuestro exprés,9015,Septiembre,2
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Septiembre,30
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Octubre,25
2019,Cuauhtémoc,Secuestro extorsivo,9015,Noviembre,1
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Noviembre,19
2019,Cuauhtémoc,Otros delitos que atentan contra la libertad personal,9015,Diciembre,23
2019,Gustavo A. Madero,Secuestro extorsivo,9005,Enero,5
2019,Gustavo A. Madero,Secuestro exprés,9005,Enero,2
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Enero,21
2019,Gustavo A. Madero,Secuestro exprés,9005,Febrero,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Febrero,21
2019,Gustavo A. Madero,Secuestro exprés,9005,Marzo,2
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Marzo,21
2019,Gustavo A. Madero,Secuestro exprés,9005,Abril,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Abril,21
2019,Gustavo A. Madero,Secuestro exprés,9005,Mayo,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Mayo,17
2019,Gustavo A. Madero,Secuestro extorsivo,9005,Junio,2
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Junio,12
2019,Gustavo A. Madero,Secuestro exprés,9005,Julio,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Julio,21
2019,Gustavo A. Madero,Secuestro extorsivo,9005,Agosto,1
2019,Gustavo A. Madero,Secuestro exprés,9005,Agosto,1
2019,Gustavo A. Madero,Rapto,9005,Agosto,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Agosto,25
2019,Gustavo A. Madero,Secuestro exprés,9005,Septiembre,1
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Septiembre,25
2019,Gustavo A. Madero,Secuestro extorsivo,9005,Octubre,1
2019,Gustavo A. Madero,Secuestro exprés,9005,Octubre,2
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Octubre,19
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Noviembre,19
2019,Gustavo A. Madero,Secuestro extorsivo,9005,Diciembre,1
2019,Gustavo A. Madero,Secuestro exprés,9005,Diciembre,4
2019,Gustavo A. Madero,Otros delitos que atentan contra la libertad personal,9005,Diciembre,21
2019,Iztacalco,Secuestro exprés,9006,Enero,1
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Enero,9
2019,Iztacalco,Secuestro exprés,9006,Febrero,2
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Febrero,15
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Marzo,8
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Abril,8
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Mayo,11
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Junio,7
2019,Iztacalco,Secuestro exprés,9006,Julio,2
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Julio,6
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Agosto,13
2019,Iztacalco,Secuestro exprés,9006,Septiembre,1
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Septiembre,3
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Octubre,6
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Noviembre,8
2019,Iztacalco,Otros delitos que atentan contra la libertad personal,9006,Diciembre,6
2019,Iztapalapa,Secuestro extorsivo,9007,Enero,1
2019,Iztapalapa,Secuestro exprés,9007,Enero,2
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Enero,24
2019,Iztapalapa,Secuestro extorsivo,9007,Febrero,1
2019,Iztapalapa,Secuestro exprés,9007,Febrero,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Febrero,47
2019,Iztapalapa,Secuestro extorsivo,9007,Marzo,3
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Marzo,35
2019,Iztapalapa,Secuestro exprés,9007,Abril,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Abril,27
2019,Iztapalapa,Secuestro extorsivo,9007,Mayo,3
2019,Iztapalapa,Secuestro exprés,9007,Mayo,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Mayo,38
2019,Iztapalapa,Secuestro extorsivo,9007,Junio,2
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Junio,20
2019,Iztapalapa,Secuestro extorsivo,9007,Julio,1
2019,Iztapalapa,Secuestro exprés,9007,Julio,2
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Julio,23
2019,Iztapalapa,Secuestro extorsivo,9007,Agosto,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Agosto,38
2019,Iztapalapa,Secuestro exprés,9007,Septiembre,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Septiembre,35
2019,Iztapalapa,Secuestro extorsivo,9007,Octubre,2
2019,Iztapalapa,Secuestro exprés,9007,Octubre,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Octubre,34
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Noviembre,38
2019,Iztapalapa,Secuestro extorsivo,9007,Diciembre,2
2019,Iztapalapa,Rapto,9007,Diciembre,1
2019,Iztapalapa,Otros delitos que atentan contra la libertad personal,9007,Diciembre,39
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Enero,6
2019,La Magdalena Contreras,Secuestro extorsivo,9008,Marzo,1
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Marzo,6
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Abril,2
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Mayo,6
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Junio,3
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Julio,2
2019,La Magdalena Contreras,Secuestro extorsivo,9008,Agosto,1
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Agosto,5
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Septiembre,2
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Octubre,2
2019,La Magdalena Contreras,Secuestro exprés,9008,Noviembre,1
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Noviembre,9
2019,La Magdalena Contreras,Otros delitos que atentan contra la libertad personal,9008,Diciembre,4
2019,Miguel Hidalgo,Secuestro extorsivo,9016,Enero,1
2019,Miguel Hidalgo,Secuestro exprés,9016,Enero,1
2019,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Enero,5
2019,Miguel Hidalgo,Secuestro extorsivo,9016,Febrero,1
2019,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Febrero,10
2019,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Marzo,9
2019,Miguel Hidalgo,Secuestro exprés,9016,Abril,1
2019,Miguel Hidalgo,Rapto,9016,Abril,1
2019,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Abril,7
2019,Miguel Hidalgo,Otros delitos que atentan contra la libertad personal,9016,Mayo,13
2019,Miguel Hidalgo,Secuestro extorsivo,9016,Junio,1
